,NUTS_ID,NUTS_NAME,NAME_LATN,GDP_VALUE,geometry,centroid_lon,centroid_lat,LISA_VALUE,LISA_sig,LISA_p_values,LISA_quadrant
94,EL52,Κεντρική Μακεδονία,Kentriki Makedonia,15943.478260869566,"MULTIPOLYGON (((5458423.3883 2133421.0621000007, 5476779.684900001 2111747.6043999996, 5506158.894400001 2100666.9399999995, 5504578.1844999995 2089841.9565999992, 5489625.8429000005 2071907.8979000002, 5481466.686799999 2068049.8540000003, 5478899.4103 2059241.836100001, 5483052.7173999995 2054451.792199999, 5485843.2234000005 2051100.8587999996, 5493445.8138999995 2045093.6170000006, 5495084.0152 2036276.2013000008, 5508826.919 2031631.7492999993, 5509725.858899999 2023365.8252000008, 5496572.1624 2028261.3764999993, 5486042.981000001 2015577.3904999997, 5512044.3182 1999545.8630999997, 5515134.504899999 1990762.6532000005, 5511403.106899999 1983611.9005999994, 5501495.1424 1986584.5300999992, 5481452.7501 2007220.9035, 5462141.182399999 2009008.4173000008, 5450604.7884 2003501.176000001, 5425133.287799999 2012115.6253999993, 5413002.5876 2022903.1281000003, 5413172.486099999 2040003.8819999993, 5395086.4066 2027025.0923999995, 5394171.957800001 2022669.8443, 5390169.0273 2017714.1473999992, 5394824.100500001 2007286.7333000004, 5391182.532 1982806.7818999998, 5402932.342499999 1966143.8368999995, 5393214.9299 1962847.7438999992, 5378635.6284 1969985.0450999998, 5371961.7598 1981638.6861000005, 5363867.495999999 1976427.3312, 5353034.8215 1982071.5976, 5356964.3104 1995266.2728000004, 5333908.5447 2012491.9059999995, 5327182.636499999 2023887.7117999997, 5327527.0984000005 2033116.6799999997, 5320241.5185 2033599.8903, 5311878.9879 2045163.17, 5313654.692500001 2058838.0856999997, 5322792.8606 2079259.303200001, 5345487.9179 2090787.7475000005, 5355938.123199999 2086869.9175000004, 5360593.454 2089236.6214000005, 5387760.6504 2096795.603599999, 5389623.635399999 2113613.7530000005, 5397537.215500001 2118650.8937999997, 5401576.043400001 2119111.646400001, 5458423.3883 2133421.0621000007)), ((5488599.6247000005 1980876.4151000008, 5489236.934699999 1974750.8581000008, 5482548.663899999 1974046.7426999994, 5470501.7228 1977310.1076999996, 5461842.578299999 1974482.107999999, 5462953.316199999 1979571.2019999996, 5454856.5175 1989356.3220000006, 5455368.194399999 1996863.3595000003, 5461864.659600001 1994756.5692999996, 5471804.121099999 1984920.1578000002, 5488599.6247000005 1980876.4151000008)))",5414551.8219333105,2053671.4955781552,0.6577777905340891,Significant,0.002,3
95,EL53,Δυτική Μακεδονία,Dytiki Makedonia,18842.85714285714,"POLYGON ((5341675.3453 1942364.2216999996, 5307086.0888 1941580.1844999995, 5288772.505100001 1934806.9844000004, 5271161.2456 1936404.1862000003, 5266608.3825 1951821.3947, 5258354.5320999995 1958341.4689000007, 5259658.327099999 1963656.8077000007, 5246905.6152 1980809.1717000008, 5237775.048 1982254.042199999, 5257241.4647 2015037.9755000006, 5247352.797800001 2040320.5046999995, 5313654.692500001 2058838.0856999997, 5311878.9879 2045163.17, 5320241.5185 2033599.8903, 5327527.0984000005 2033116.6799999997, 5327182.636499999 2023887.7117999997, 5333908.5447 2012491.9059999995, 5356964.3104 1995266.2728000004, 5353034.8215 1982071.5976, 5339648.6776 1955516.3390999995, 5341675.3453 1942364.2216999996))",5296815.404320129,1992921.4950025799,0.41960524697183454,Significant,0.001,3
96,EL54,Ήπειρος,Ipeiros,14439.130434782608,"POLYGON ((5288772.505100001 1934806.9844000004, 5278982.2369 1912360.8222000003, 5284352.3945 1894309.554300001, 5304498.3729 1877690.1031999998, 5305579.7237 1860999.8816, 5286820.9506 1851380.5679000001, 5284757.238500001 1843547.8577999994, 5261282.9834 1840685.2804000005, 5252710.304199999 1833442.0430999994, 5227286.7963 1860859.8632999994, 5226144.943700001 1860507.5483999997, 5211517.0921 1863252.2559999991, 5195599.855599999 1894995.3929999992, 5181493.3478999995 1901093.3912000004, 5200528.617900001 1900589.7510000002, 5205929.4684 1908629.0675000008, 5204901.861400001 1917791.1150000002, 5212814.773399999 1916169.5964000002, 5207131.423900001 1936879.7466000002, 5213976.5337000005 1946542.9615000002, 5227594.233899999 1950737.2138999999, 5237775.048 1982254.042199999, 5246905.6152 1980809.1717000008, 5259658.327099999 1963656.8077000007, 5258354.5320999995 1958341.4689000007, 5266608.3825 1951821.3947, 5271161.2456 1936404.1862000003, 5288772.505100001 1934806.9844000004))",5248788.315435503,1900463.2779289377,0.7504478048591516,Significant,0.001,3
97,EL61,Θεσσαλία,Thessalia,15304.347826086956,"MULTIPOLYGON (((5538268.9486 1921443.8649000004, 5537602.0978999995 1913354.5217000004, 5528076.4070999995 1913186.0272000004, 5533436.081800001 1925138.3527000006, 5538268.9486 1921443.8649000004)), ((5534963.9125 1891329.1838000007, 5531628.308700001 1886909.3220000006, 5524484.1274 1892091.1517999992, 5525398.654200001 1899111.3198000006, 5520694.0856 1900852.262599999, 5524374.3452 1909650.3012000006, 5528876.5934 1900174.9834000003, 5533803.4782 1899243.7155000009, 5534963.9125 1891329.1838000007)), ((5512580.366699999 1890577.2897999994, 5509332.3708999995 1883667.9170999993, 5502896.285499999 1883941.0978999995, 5498873.8257 1890765.1415999997, 5500461.297599999 1893192.3595000003, 5512580.366699999 1890577.2897999994)), ((5489700.5889 1894030.3379999995, 5488191.6075 1882764.4900000002, 5481171.571 1886127.5441999994, 5480833.811799999 1894101.9179999996, 5489700.5889 1894030.3379999995)), ((5353034.8215 1982071.5976, 5363867.495999999 1976427.3312, 5371961.7598 1981638.6861000005, 5378635.6284 1969985.0450999998, 5393214.9299 1962847.7438999992, 5402932.342499999 1966143.8368999995, 5421360.9964000005 1948653.2009999994, 5430523.069700001 1929120.9557000007, 5450488.824999999 1916587.8429000005, 5472783.8904 1890820.5735, 5464234.0285 1882782.1723999996, 5451772.1425 1898067.3069000002, 5434030.0847 1895779.3287000004, 5430940.5463 1885099.5552999992, 5449374.067 1865079.6042999998, 5407357.687899999 1863267.1349999998, 5403353.903999999 1871554.5406, 5379931.582599999 1883572.6231999993, 5375152.3254 1873366.7303, 5364147.138499999 1856254.8466999996, 5355819.3478999995 1856516.614600001, 5333313.1842 1866736.2528000008, 5331895.6809 1872380.7719, 5326351.302300001 1872753.5095000006, 5315258.7707 1868424.1751000006, 5311517.4684 1863391.9352000002, 5307743.319700001 1860223.0653000008, 5305579.7237 1860999.8816, 5304498.3729 1877690.1031999998, 5284352.3945 1894309.554300001, 5278982.2369 1912360.8222000003, 5288772.505100001 1934806.9844000004, 5307086.0888 1941580.1844999995, 5341675.3453 1942364.2216999996, 5339648.6776 1955516.3390999995, 5353034.8215 1982071.5976)), ((5454726.171700001 1885580.4593000002, 5458823.8730999995 1874678.0360000003, 5449540.4211 1874431.1335000005, 5450131.2184 1885868.929300001, 5454726.171700001 1885580.4593000002)))",5372947.335327468,1911905.9341524795,0.5853578260566615,Significant,0.002,3
98,EL62,Ιόνια Νησιά,Ionia Nisia,18921.739130434784,"MULTIPOLYGON (((5285062.290999999 1698146.4181999993, 5279892.4307 1688566.7939, 5260618.8837 1703173.4272000007, 5260428.0726 1709877.9429000001, 5264760.021 1715076.5853000004, 5270898.199200001 1709176.5239000004, 5281445.8751 1706122.7826000005, 5285062.290999999 1698146.4181999993)), ((5277678.1887 1792130.478599999, 5273609.015699999 1783153.7073999997, 5269248.320800001 1791114.8115999997, 5271519.0271000005 1797606.5724, 5277120.0515 1797837.5826999992, 5277678.1887 1792130.478599999)), ((5253343.1841 1758629.0440999996, 5254108.785700001 1751340.7674000002, 5257869.0592 1754248.3940999992, 5272392.276799999 1737422.6460999995, 5271284.7138 1732206.4898000006, 5263385.3127 1731640.5809000004, 5254322.7173999995 1735646.8633999992, 5251034.297 1732285.1980000008, 5239249.9341 1738564.0687000006, 5230063.097200001 1740212.5339000002, 5233588.433700001 1756277.2313, 5241515.201400001 1755426.9748999998, 5244983.385600001 1759149.2698, 5243576.3105999995 1773129.1440999992, 5247463.6295 1773131.3176000006, 5253343.1841 1758629.0440999996)), ((5266565.5518 1758835.4266, 5259506.3366 1757409.5333999991, 5250998.6371 1773635.8809999991, 5258740.6302000005 1772717.8545999993, 5257873.5765 1768666.8473000005, 5266565.5518 1758835.4266)), ((5259929.682 1793804.9453999996, 5248508.0370000005 1788639.6286999993, 5243316.170399999 1790794.2404999994, 5242289.9365 1796624.4591000006, 5244634.8104 1808132.6394999996, 5248112.297800001 1814471.3840999994, 5253927.889900001 1816756.4423999991, 5259929.682 1793804.9453999996)), ((5183884.030099999 1874635.6116000004, 5182788.724099999 1870973.6388000008, 5174724.001599999 1873342.0461999997, 5149051.9791 1904035.8807999995, 5154139.7665 1909365.4162000008, 5172934.1019 1910626.2573000006, 5169418.639699999 1899439.4645000007, 5178082.2925 1879365.8040999994, 5183884.030099999 1874635.6116000004)))",5234427.629789178,1786372.6236779056,0.3387670435595352,Significant,0.004,3
99,EL63,Δυτική Ελλάδα,Dytiki Elláda,15030.434782608696,"MULTIPOLYGON (((5407983.1646 1761674.1608000007, 5407960.682700001 1749443.5675000008, 5399794.8171 1736326.0774000008, 5403331.1798 1727026.0178999994, 5384216.9408 1718682.5079999994, 5370170.2948 1724724.1204000004, 5363972.0075 1718463.9245999996, 5366547.682399999 1696115.0927000009, 5382689.4003 1683985.3808999993, 5377572.1022 1680143.6148000006, 5375920.7019 1673554.9341000002, 5359181.243899999 1668489.8117999993, 5347401.7017 1683714.2629000004, 5310814.5011 1710394.6723999996, 5303059.426200001 1719399.0753000006, 5319574.675100001 1743336.3945000004, 5321466.3178 1754533.7315999996, 5342063.6875 1752957.4856000002, 5360951.1182 1775223.6983000003, 5407983.1646 1761674.1608000007)), ((5360855.4384 1825871.5701000001, 5365703.6743 1824919.1294999998, 5369426.826199999 1801775.8443, 5364703.4329 1793705.5777000003, 5359044.2345 1779807.2290000003, 5300401.603399999 1766328.6348, 5287091.218900001 1788969.4521999992, 5256906.793400001 1819168.8982999995, 5265967.5954 1828248.8761, 5284420.1502 1825483.1980000008, 5287917.2699 1834462.6262999997, 5284757.238500001 1843547.8577999994, 5286820.9506 1851380.5679000001, 5305579.7237 1860999.8816, 5307743.319700001 1860223.0653000008, 5310110.291999999 1844467.5015999991, 5327692.8101 1828647.7882000003, 5331116.935900001 1816006.4111000001, 5349338.6239 1815059.3845000006, 5360855.4384 1825871.5701000001)))",5336667.996859806,1766178.9541203417,0.5550798141644674,Significant,0.011,3
100,EL64,Στερεά Ελλάδα,Sterea Elláda,18672.727272727272,"MULTIPOLYGON (((5596677.6391 1868241.1034999993, 5591968.0013999995 1862009.6512000002, 5583016.012599999 1866039.3977000006, 5584466.940199999 1870107.2235000003, 5572491.312000001 1873632.4931000005, 5575579.0856 1885796.3276000004, 5584303.985300001 1881640.2083, 5585077.1065 1875243.2936000004, 5596677.6391 1868241.1034999993)), ((5403353.903999999 1871554.5406, 5407357.687899999 1863267.1349999998, 5449374.067 1865079.6042999998, 5444767.3791000005 1856467.1674000006, 5430447.155099999 1847723.3191999998, 5416784.507099999 1847786.6841000002, 5414824.5318 1842659.5719000008, 5454593.058 1836831.9235999994, 5465360.445900001 1829019.0539999995, 5479092.3872 1829890.9410999995, 5484701.8199000005 1815447.9903999995, 5498951.8935 1823917.4923, 5460182.102700001 1852399.3291999996, 5465201.410599999 1866175.7665999997, 5476021.964 1867806.3620999996, 5502606.6172 1851047.3171999995, 5547199.1346 1841668.5711000003, 5570057.0655000005 1804784.7380999997, 5591578.520099999 1793647.1604999993, 5595788.304400001 1784993.9338000007, 5590318.4476 1777955.5193000007, 5576030.5055 1778604.1284999996, 5543296.1185 1810624.9959999993, 5515659.935900001 1803758.7913000006, 5518880.299900001 1803023.7859000005, 5516325.159399999 1788084.9381000008, 5507973.929400001 1778859.5315000005, 5491266.6457 1788815.2690999992, 5472996.0616999995 1775580.6459999997, 5445158.3682 1778234.886499999, 5424908.373299999 1788694.0699000005, 5422279.714400001 1782438.6325000003, 5409137.8703000005 1793792.5018000007, 5403484.136399999 1784790.1137000006, 5388586.6216 1780283.2864999995, 5370613.7952 1784358.2250999995, 5359044.2345 1779807.2290000003, 5364703.4329 1793705.5777000003, 5369426.826199999 1801775.8443, 5365703.6743 1824919.1294999998, 5360855.4384 1825871.5701000001, 5349338.6239 1815059.3845000006, 5331116.935900001 1816006.4111000001, 5327692.8101 1828647.7882000003, 5310110.291999999 1844467.5015999991, 5307743.319700001 1860223.0653000008, 5311517.4684 1863391.9352000002, 5315258.7707 1868424.1751000006, 5326351.302300001 1872753.5095000006, 5331895.6809 1872380.7719, 5333313.1842 1866736.2528000008, 5355819.3478999995 1856516.614600001, 5364147.138499999 1856254.8466999996, 5375152.3254 1873366.7303, 5379931.582599999 1883572.6231999993, 5403353.903999999 1871554.5406)), ((5451961.6435 1850358.643100001, 5447643.5043 1843719.0585999992, 5438335.4375 1846976.2280000001, 5443031.190199999 1853986.3136999998, 5451961.6435 1850358.643100001)))",5440414.829059195,1824791.2059350326,0.2878911237131089,Significant,0.009,3
101,EL65,Πελοπόννησος,Peloponnisos,16386.363636363636,"POLYGON ((5474074.188100001 1763692.4251000006, 5481334.7018 1752736.3058000002, 5472959.6412 1744283.1056999993, 5479879.152799999 1736902.5713999998, 5479887.361500001 1727657.3498999998, 5489168.365900001 1714338.8718999997, 5490059.9717999995 1707359.4217000008, 5510867.3905 1702864.2740000002, 5511953.2491999995 1697630.8752999995, 5487127.9268 1684002.0764000006, 5481318.5789 1695971.3177000005, 5450095.3124 1704494.8903, 5450051.340600001 1695392.082800001, 5470695.021500001 1657762.0461999997, 5479065.861500001 1651168.1980000008, 5494584.761399999 1598714.2356000002, 5457572.0844 1615596.0305000003, 5447958.3552 1606720.6181000005, 5439602.362 1584024.455600001, 5421685.8442 1612570.4048999995, 5403769.714400001 1629385.3238999993, 5391636.852 1625051.8797999993, 5383784.305400001 1607797.1688, 5369384.783600001 1613337.0545000006, 5356659.4903 1637600.708900001, 5359181.243899999 1668489.8117999993, 5375920.7019 1673554.9341000002, 5377572.1022 1680143.6148000006, 5382689.4003 1683985.3808999993, 5366547.682399999 1696115.0927000009, 5363972.0075 1718463.9245999996, 5370170.2948 1724724.1204000004, 5384216.9408 1718682.5079999994, 5403331.1798 1727026.0178999994, 5399794.8171 1736326.0774000008, 5407960.682700001 1749443.5675000008, 5407983.1646 1761674.1608000007, 5413878.2666 1761690.58, 5454113.2947 1747810.267000001, 5460846.7092 1751756.3127999995, 5457688.942600001 1760954.4025999997, 5474074.188100001 1763692.4251000006))",5427698.520558139,1677566.8374867223,0.37691361209386914,Significant,0.033,3
102,ES11,Galicia,Galicia,21440.909090909092,"POLYGON ((2956202.5001 2354584.1778999995, 2936043.7424 2333131.239499999, 2926589.3499999996 2315020.3358999994, 2944719.5591 2307475.7106999997, 2945643.7040999997 2303861.4520999994, 2948850.6717000008 2291380.4398999996, 2944189.9134 2281962.3007999994, 2941104.2640000004 2280259.488500001, 2926620.4451 2272296.880000001, 2921462.8126999997 2255028.6382999998, 2907503.1931999996 2258468.334899999, 2901984.571900001 2249097.1273999996, 2883306.2030999996 2247534.3863999993, 2859373.747199999 2261749.4075000007, 2831796.0873000007 2259162.0669, 2822605.4909000006 2261163.0436000004, 2822722.6854999997 2273363.4974000007, 2832880.003799999 2283735.9595999997, 2828168.7161 2298249.038899999, 2792762.2869000006 2295351.0687000006, 2767741.0801 2281168.122199999, 2772997.4926999994 2304416.7413, 2782898.739600001 2318620.7733999994, 2780793.9690000005 2324281.2563000005, 2786763.514799999 2333587.2589, 2784755.2191000003 2342963.994999999, 2799517.0140000004 2366660.8057000004, 2774322.6575000007 2359149.954399999, 2777221.4427000005 2373844.0162000004, 2780986.464400001 2380115.5913999993, 2769061.5746 2387610.065300001, 2772613.307600001 2397702.6197999995, 2766202.4473 2409964.9420999996, 2779797.0932 2427419.2749000005, 2805072.315300001 2436826.299799999, 2852337.91 2431867.034600001, 2854181.182600001 2446264.8859, 2860187.5771999992 2452219.0573999994, 2890090.4826999996 2464326.1389000006, 2906664.9859999996 2459935.7007999998, 2924764.3367999997 2453330.8389999997, 2937503.8036 2435257.6954999994, 2954461.5582999997 2426794.9991999995, 2940515.1086999997 2412498.2139, 2952274.452299999 2383297.7314999998, 2959283.3279 2380189.5952000003, 2950103.7782000005 2370392.4486999996, 2956202.5001 2354584.1778999995))",2866711.00919845,2357587.827679179,0.02980512913306928,Non-Significant,0.344,3
103,ES12,Principado de Asturias,Principado de Asturias,21786.363636363636,"POLYGON ((3150432.1084000003 2367561.8840999994, 3145974.2507000007 2357265.6983000003, 3119952.0965 2349559.6811999995, 3114346.7486000005 2355112.6822999995, 3094136.622199999 2345448.7804000005, 3048685.008199999 2347782.8335999995, 3038149.1797 2342700.5812, 3023674.524 2356815.2456, 3001189.7097999994 2357750.468699999, 2994681.9268999994 2359967.0779, 2980150.943 2350072.215399999, 2956202.5001 2354584.1778999995, 2950103.7782000005 2370392.4486999996, 2959283.3279 2380189.5952000003, 2952274.452299999 2383297.7314999998, 2940515.1086999997 2412498.2139, 2954461.5582999997 2426794.9991999995, 3013289.117900001 2416326.1071000006, 3050302.261499999 2416381.2411, 3062756.6448 2403338.035700001, 3084362.336100001 2398767.9298, 3099054.6741000004 2387047.762, 3150432.1084000003 2367561.8840999994))",3031468.990766886,2381471.298246528,0.0037668440543222105,Non-Significant,0.5,3
104,ES13,Cantabria,Cantabria,22827.272727272728,"POLYGON ((3257969.7192 2342918.488500001, 3247176.1088999994 2333849.6775, 3234489.9704 2334614.8868000004, 3232789.2897999994 2322638.6021999996, 3214481.3960999995 2328317.7947000004, 3193779.3111000005 2318292.9058999997, 3187396.0602 2310678.455, 3189500.0430999994 2304026.1525, 3192778.1324000005 2293707.5615, 3179180.033500001 2291421.2546999995, 3179988.7774 2294987.7567999996, 3177367.3874999993 2295483.9648, 3175411.4093999993 2291867.773499999, 3172460.7660000008 2291846.463300001, 3166500.6481999997 2297553.6778999995, 3163653.3541 2308938.1927000005, 3162283.3367999997 2314443.0578000005, 3150300.8507000003 2327782.3135, 3125001.4101 2330449.2777999993, 3119952.0965 2349559.6811999995, 3145974.2507000007 2357265.6983000003, 3150432.1084000003 2367561.8840999994, 3203983.3313999996 2367327.088300001, 3208871.4484 2361436.1776, 3225979.4145 2365608.3013000004, 3257969.7192 2342918.488500001))",3185162.6263300506,2339153.1718268776,-0.012341898744828108,Non-Significant,0.264,2
105,ES21,País Vasco,País Vasco,31131.81818181818,"POLYGON ((3316621.8169 2329179.4541999996, 3335345.1622 2322916.2401, 3341910.601500001 2323169.1314000003, 3367335.8532 2324216.1876, 3371028.6866999995 2317520.1096, 3322410.9400999993 2280361.8837, 3312952.2547999993 2258326.7717000004, 3304626.6579 2253700.5873000007, 3302349.9464 2250824.9393000007, 3301776.1262999997 2238082.565199999, 3294197.5078 2239515.0271000005, 3288533.0251 2240592.1492, 3284205.7228999995 2241418.726399999, 3280025.9914999995 2254154.147, 3274834.499 2257077.0215000007, 3268897.3400999997 2260428.375499999, 3262169.4164000005 2268634.2475000005, 3244989.3155000005 2289733.8762, 3249720.886600001 2293031.0437000003, 3260589.2171 2300629.2070000004, 3256755.159499999 2303490.7809999995, 3255442.84 2321747.763699999, 3245936.8885999992 2326401.1130999997, 3232789.2897999994 2322638.6021999996, 3234489.9704 2334614.8868000004, 3247176.1088999994 2333849.6775, 3257969.7192 2342918.488500001, 3290874.4088000003 2347125.3575, 3303924.7156000007 2338002.361199999, 3309102.9305000007 2334397.8362000007, 3316621.8169 2329179.4541999996), (3276782.8600999992 2262324.396299999, 3290514.7684000004 2258419.6279000007, 3292057.6103000008 2262987.3589999992, 3293444.5076 2267095.6284999996, 3292781.291200001 2267579.033, 3281829.005999999 2275583.3948, 3273671.9174000006 2277245.969799999, 3270083.6382999998 2271642.5656000003, 3276782.8600999992 2262324.396299999))",3295657.5722141624,2301608.865268507,0.18786896171170783,Non-Significant,0.28,1
106,ES22,Comunidad Foral de Navarra,Comunidad Foral de Navarra,30086.363636363636,"MULTIPOLYGON (((3446154.712200001 2264004.4198000003, 3440176.307 2262355.1973, 3429203.4495 2246575.6614999995, 3409527.8245 2237823.4410999995, 3408930.2411 2237205.4025999997, 3392796.4321999997 2220576.4398999996, 3382672.6109999996 2201061.4967, 3381997.1347000003 2196429.1542000007, 3379822.182600001 2173104.2117999997, 3372125.7523 2166372.093800001, 3340602.7939999998 2177688.5304000005, 3350727.8165000007 2193144.9750999995, 3350470.671599999 2201323.3433999997, 3336321.8575999998 2216366.0087, 3326637.3182999995 2222419.505999999, 3301776.1262999997 2238082.565199999, 3302349.9464 2250824.9393000007, 3304626.6579 2253700.5873000007, 3312952.2547999993 2258326.7717000004, 3322410.9400999993 2280361.8837, 3371028.6866999995 2317520.1096, 3397694.8827 2309107.644200001, 3396567.6382 2301239.6446, 3393238.9976000004 2295071.6588000003, 3388515.9386 2290867.5961000007, 3390329.3769000005 2286691.9133, 3394195.744999999 2284662.8965000007, 3401218.5362 2288232.7707, 3415371.4922 2280546.2672000006, 3446154.712200001 2264004.4198000003)), ((3413864.7260999996 2217457.5536, 3411189.1263999995 2212406.9323999994, 3402071.2125000004 2215217.217, 3409188.9942000005 2224533.0865, 3413864.7260999996 2217457.5536)))",3367830.3745106277,2248917.422706564,0.1739985829127239,Non-Significant,0.237,1
107,ES23,La Rioja,La Rioja,26372.727272727272,"POLYGON ((3301776.1262999997 2238082.565199999, 3326637.3182999995 2222419.505999999, 3336321.8575999998 2216366.0087, 3350470.671599999 2201323.3433999997, 3350727.8165000007 2193144.9750999995, 3340602.7939999998 2177688.5304000005, 3339164.6708000004 2173247.9261000007, 3322602.5621000007 2173140.0863000005, 3320153.2068000007 2179318.8586, 3315555.7653 2190964.2083, 3301555.1323000006 2198436.843699999, 3290066.9048999995 2197804.2820999995, 3287270.8214 2195094.202299999, 3280351.7048000004 2188400.773, 3265947.7237 2198859.9618999995, 3253551.0661999993 2193820.4492000006, 3241876.8972999994 2214289.3730999995, 3248847.259400001 2242595.8125, 3248354.4751999993 2252463.9134, 3252208.2777999993 2261013.1689, 3255192.270300001 2262449.0764000006, 3268897.3400999997 2260428.375499999, 3274834.499 2257077.0215000007, 3280025.9914999995 2254154.147, 3284205.7228999995 2241418.726399999, 3288533.0251 2240592.1492, 3294197.5078 2239515.0271000005, 3301776.1262999997 2238082.565199999))",3291527.093289524,2216181.529067727,0.06368719781736998,Non-Significant,0.21,1
108,ES24,Aragón,Aragón,26280.95238095238,"POLYGON ((3478445.4934 2251519.461100001, 3500825.0139000006 2231742.1478000004, 3523131.0829000007 2228802.3719999995, 3540709.943499999 2226544.1711, 3555449.739 2223671.0808000006, 3559281.443600001 2216650.5559, 3561366.8620999996 2212838.5025999993, 3556633.6624999996 2200724.4694, 3557510.1657 2190946.7178000007, 3558337.4133 2181789.6730000004, 3554519.3172999993 2172582.4569000006, 3538345.1034999993 2135019.659, 3518616.277899999 2117218.7269, 3520560.8320000004 2100690.4952000007, 3512138.6203000005 2085822.6787, 3514609.2875999995 2071150.8484000005, 3502247.4944 2055401.1425, 3498096.7468 2050131.1634, 3498214.3501999993 2025913.1195, 3489478.1235000007 2013464.2942999993, 3479740.1206 2011540.4266999997, 3460230.7227 2021226.8385000005, 3444256.0562999994 2011015.7123000007, 3447760.3978000004 2000384.5781999994, 3443278.191299999 1977061.9713000003, 3434512.3191 1968204.7197999991, 3422811.5934999995 1966295.9483000003, 3413308.836100001 1952055.6316, 3392927.6007000003 1938813.8468999993, 3395896.5285 1931187.1455000006, 3389645.4748 1931462.4814999998, 3381928.4350000005 1942915.9730999991, 3367939.042300001 1945405.4098000005, 3366572.0955 1949885.1067999993, 3368902.2589 1958422.3059999999, 3358878.972100001 1969812.3660000004, 3344584.6417999994 1968319.6502, 3318343.6432000007 2000696.9396000002, 3331823.5679 2017019.0307, 3342794.4805999994 2020941.2387000006, 3342725.3554 2058005.5736999996, 3327481.2235000003 2077678.5802999996, 3309793.2765999995 2085984.7526999991, 3306154.4099000003 2085580.9211, 3306374.5276999995 2109656.6722999997, 3311477.2315999996 2115649.2814000007, 3320573.4825999998 2115289.217700001, 3324325.0501000006 2130880.3687999994, 3338191.2777999993 2145215.0406, 3339164.6708000004 2173247.9261000007, 3340602.7939999998 2177688.5304000005, 3372125.7523 2166372.093800001, 3379822.182600001 2173104.2117999997, 3381997.1347000003 2196429.1542000007, 3382672.6109999996 2201061.4967, 3392796.4321999997 2220576.4398999996, 3408930.2411 2237205.4025999997, 3409527.8245 2237823.4410999995, 3429203.4495 2246575.6614999995, 3440176.307 2262355.1973, 3446154.712200001 2264004.4198000003, 3448542.5567000005 2261149.1261, 3457203.3002000004 2250825.017999999, 3478445.4934 2251519.461100001), (3413864.7260999996 2217457.5536, 3409188.9942000005 2224533.0865, 3402071.2125000004 2215217.217, 3411189.1263999995 2212406.9323999994, 3413864.7260999996 2217457.5536))",3430137.8134233323,2108669.0355005194,0.055343366562353384,Non-Significant,0.226,1
109,ES30,Comunidad de Madrid,Comunidad de Madrid,32785.71428571428,"MULTIPOLYGON (((3208186.1379000004 1992004.4617999997, 3198669.207800001 1983222.7755999994, 3182657.6909 1987089.0864000004, 3151608.075099999 1979255.4945999999, 3150440.5073000006 1983539.7216999996, 3159467.4145 1989756.1532000005, 3160598.7853999995 1995064.6379000004, 3127465.6620000005 2017649.447899999, 3116661.3882 2023000.7436999995, 3105096.5325000007 2018719.5039000008, 3099761.3676999994 2025696.8311, 3088533.8883999996 2020064.3471000008, 3082330.612400001 2021947.4032000005, 3106569.1263999995 2040446.1953999996, 3111580.2049000002 2054606.7230999991, 3126360.241699999 2066777.7544999998, 3143259.5385999996 2076570.5775000006, 3152614.7422 2091351.5243999995, 3186712.0832 2109110.6219999995, 3194938.7591999993 2090932.0110999998, 3184369.311899999 2065861.6651000008, 3202013.0601000004 2033206.0689000003, 3205507.1086 2019824.0485999994, 3202266.1798 2008291.9937999994, 3208186.1379000004 1992004.4617999997)), ((3147811.1428999994 1978511.5833, 3139456.127699999 1970659.8823000006, 3136066.923800001 1976893.6017000005, 3142664.294399999 1984145.4758000001, 3147811.1428999994 1978511.5833)))",3160253.626712972,2038705.022083498,0.06013440668855455,Non-Significant,0.371,1
